🇨🇳央视频道👉移动,#genre#
快乐垂钓,http://tvbox.mohuajz.eu.org/tv/vip1.php?id=50
河南卫视,http://tvbox.mohuajz.eu.org/tv/vip1.php?id=51
东方卫视,http://cdn.u55u.cn/migu.php?id=dfws
甘肃卫视,http://cdn.u55u.cn/migu.php?id=gsws
广东卫视,http://cdn.u55u.cn/migu.php?id=gdws
广西卫视,http://cdn.u55u.cn/migu.php?id=gxws
贵州卫视,http://cdn.u55u.cn/migu.php?id=gzws
海南卫视,http://cdn.u55u.cn/migu.php?id=hinws
河南卫视,http://cdn.u55u.cn/migu.php?id=hnws
湖北卫视,http://cdn.u55u.cn/migu.php?id=hubws
湖南卫视,http://cdn.u55u.cn/migu.php?id=hunws
吉林卫视,http://cdn.u55u.cn/migu.php?id=jlws
江苏卫视,http://cdn.u55u.cn/migu.php?id=jsws
江西卫视,http://cdn.u55u.cn/migu.php?id=jxws
辽宁卫视,http://cdn.u55u.cn/migu.php?id=lnws
内蒙古卫视,http://cdn.u55u.cn/migu.php?id=nmws
宁夏卫视,http://cdn.u55u.cn/migu.php?id=nxws
青海卫视,http://cdn.u55u.cn/migu.php?id=qhws
山东卫视,http://cdn.u55u.cn/migu.php?id=sdws
陕西卫视,http://cdn.u55u.cn/migu.php?id=sxws
西藏卫视,http://cdn.u55u.cn/migu.php?id=xzws
新疆卫视,http://cdn.u55u.cn/migu.php?id=xjws
云南卫视,http://cdn.u55u.cn/migu.php?id=ynws
重庆卫视,http://cdn.u55u.cn/migu.php?id=cqws
北京卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=28
东方卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=29
深圳卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=30
贵州卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=31
青海卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=32
重庆卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=35
江苏卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=36
浙江卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=37
湖南卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=38
广东卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=39
海南卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=40
重庆卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=41
四川卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=42
东南卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=43
江西卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=44
辽宁卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=45
安徽卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=46
河北卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=47
山西卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=48
宁夏卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=50
陕西卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=54
广西卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=55
新疆卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=56
云南卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=57
浙江卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=59
湖北卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=62
河南卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=63
贵州卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=64
山东卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=65
黑龙江卫视,http://tvbox.mohuajz.eu.org/tv/netsite.php?id=66
安徽卫视,http://112.101.78.50:9901/tsfile/live/0130_1.m3u8
北京卫视,http://112.101.78.50:9901/tsfile/live/0122_1.m3u8
兵团卫视,http://112.101.78.50:9901/tsfile/live/0115_1.m3u8
东方卫视,http://112.101.78.50:9901/tsfile/live/0107_1.m3u8
东南卫视,http://112.101.78.50:9901/tsfile/live/0137_1.m3u8
广东卫视,http://112.101.78.50:9901/tsfile/live/0125_1.m3u8
河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
湖北卫视,http://112.101.78.50:9901/tsfile/live/0132_1.m3u8
湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://112.101.78.50:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://112.101.78.50:9901/tsfile/live/0127_1.m3u8
江西卫视,http://112.101.78.50:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://112.101.78.50:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
宁夏卫视,http://112.101.78.50:9901/tsfile/live/0112_1.m3u8
山东卫视,http://112.101.78.50:9901/tsfile/live/0131_1.m3u8
山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://112.101.78.50:9901/tsfile/live/0136_1.m3u8
深圳卫视,http://112.101.78.50:9901/tsfile/live/0126_1.m3u8
浙江卫视,http://112.101.78.50:9901/tsfile/live/0124_1.m3u8
四川卫视,http://112.101.78.50:9901/tsfile/live/0123_1.m3u8
天津卫视,http://112.101.78.50:9901/tsfile/live/0135_1.m3u8
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8
云南卫视,http://112.101.78.50:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://112.101.78.50:9901/tsfile/live/0120_1.m3u8
重庆卫视,http://112.101.78.50:9901/tsfile/live/0142_1.m3u8
河北卫视,http://120.7.86.39:808/hls/17/index.m3u8
湖南卫视,http://120.7.86.39:808/hls/18/index.m3u8
江苏卫视,http://120.7.86.39:808/hls/19/index.m3u8
天津卫视,http://120.7.86.39:808/hls/20/index.m3u8
深圳卫视,http://120.7.86.39:808/hls/21/index.m3u8
山东卫视,http://120.7.86.39:808/hls/22/index.m3u8
广东卫视,http://120.7.86.39:808/hls/23/index.m3u8
北京卫视,http://120.7.86.39:808/hls/24/index.m3u8
东方卫视,http://120.7.86.39:808/hls/25/index.m3u8
黑龙江卫视,http://120.7.86.39:808/hls/26/index.m3u8
浙江卫视,http://120.7.86.39:808/hls/27/index.m3u8
安徽卫视,http://120.7.86.39:808/hls/28/index.m3u8
湖北卫视,http://120.7.86.39:808/hls/29/index.m3u8
四川卫视,http://120.7.86.39:808/hls/30/index.m3u8
重庆卫视,http://120.7.86.39:808/hls/31/index.m3u8
东南卫视,http://120.7.86.39:808/hls/32/index.m3u8
广西卫视,http://120.7.86.39:808/hls/33/index.m3u8
吉林卫视,http://120.7.86.39:808/hls/34/index.m3u8
陕西卫视,http://120.7.86.39:808/hls/35/index.m3u8
山西卫视,http://120.7.86.39:808/hls/36/index.m3u8
内蒙古卫视,http://120.7.86.39:808/hls/37/index.m3u8
青海卫视,http://120.7.86.39:808/hls/38/index.m3u8
宁夏卫视,http://120.7.86.39:808/hls/39/index.m3u8
西藏卫视,http://120.7.86.39:808/hls/40/index.m3u8
新疆卫视,http://120.7.86.39:808/hls/41/index.m3u8
甘肃卫视,http://120.7.86.39:808/hls/42/index.m3u8
河南卫视,http://120.7.86.39:808/hls/43/index.m3u8
贵州卫视,http://120.7.86.39:808/hls/44/index.m3u8
云南卫视,http://120.7.86.39:808/hls/45/index.m3u8
辽宁卫视,http://120.7.86.39:808/hls/48/index.m3u8
浙江卫视,http://120.7.86.39:808/hls/49/index.m3u8
内蒙古卫视,http://110.7.128.210:8096/tsfile/live/0018_1.m3u8
浙江卫视,http://110.7.128.210:8096/tsfile/live/0124_1.m3u8
江苏卫视,http://110.7.128.210:8096/tsfile/live/0127_1.m3u8
湖北卫视,http://110.7.128.210:8096/tsfile/live/0132_1.m3u8
广东卫视,http://110.7.128.210:8096/tsfile/live/0125_1.m3u8
山西卫视,http://110.7.128.210:8096/tsfile/live/0118_1.m3u8
贵州卫视,http://110.7.128.210:8096/tsfile/live/0120_1.m3u8
东方卫视,http://110.7.128.210:8096/tsfile/live/0107_1.m3u8
辽宁卫视,http://110.7.128.210:8096/tsfile/live/0121_1.m3u8
山东卫视,http://110.7.128.210:8096/tsfile/live/0131_1.m3u8
黑龙江卫视,http://110.7.128.210:8096/tsfile/live/0143_1.m3u8
广西卫视,http://110.7.128.210:8096/tsfile/live/0113_1.m3u8
兵团卫视,http://110.7.128.210:8096/tsfile/live/0115_1.m3u8
安徽卫视,http://110.7.128.210:8096/tsfile/live/0130_1.m3u8
北京卫视,http://110.7.128.210:8096/tsfile/live/0122_1.m3u8
东南卫视,http://110.7.128.210:8096/tsfile/live/0137_1.m3u8
天津卫视,http://110.7.128.210:8096/tsfile/live/0135_1.m3u8
湖南卫视,http://110.7.128.210:8096/tsfile/live/0128_1.m3u8
四川卫视,http://110.7.128.210:8096/tsfile/live/0123_1.m3u8
深圳卫视,http://110.7.128.210:8096/tsfile/live/0126_1.m3u8
宁夏卫视,http://110.7.128.210:8096/tsfile/live/0112_1.m3u8
云南卫视,http://110.7.128.210:8096/tsfile/live/0119_1.m3u8
河南卫视,http://110.7.128.210:8096/tsfile/live/0139_1.m3u8
江西卫视,http://110.7.128.210:8096/tsfile/live/0138_1.m3u8
天津卫视,http://111.160.17.2:59901/tsfile/live/1004_1.m3u8
内蒙古卫视,http://111.160.17.2:59901/tsfile/live/0109_1.m3u8
湖北卫视,http://111.160.17.2:59901/tsfile/live/0132_1.m3u8
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0121_1.m3u8
安徽卫视,http://112.123.155.153:9901/tsfile/live/0130_1.m3u8
东南卫视,http://112.123.155.153:9901/tsfile/live/0137_1.m3u8
北京卫视,http://test.jdshipin.com:8880/ysp.php?id=bjws
东方卫视,http://test.jdshipin.com:8880/ysp.php?id=dfws
天津卫视,http://test.jdshipin.com:8880/ysp.php?id=tjws
重庆卫视,http://test.jdshipin.com:8880/ysp.php?id=cqws
黑龙江卫视,http://test.jdshipin.com:8880/ysp.php?id=hljws
辽宁卫视,http://test.jdshipin.com:8880/ysp.php?id=lnws
河北卫视,http://test.jdshipin.com:8880/ysp.php?id=hbws
山东卫视,http://test.jdshipin.com:8880/ysp.php?id=sdws
安徽卫视,http://test.jdshipin.com:8880/ysp.php?id=ahws
河南卫视,http://test.jdshipin.com:8880/ysp.php?id=hnws
湖北卫视,http://test.jdshipin.com:8880/ysp.php?id=hubws
湖南卫视,http://test.jdshipin.com:8880/ysp.php?id=hunws
江西卫视,http://test.jdshipin.com:8880/ysp.php?id=jxws
江苏卫视,http://test.jdshipin.com:8880/ysp.php?id=jsws
浙江卫视,http://test.jdshipin.com:8880/ysp.php?id=zjws
东南卫视,http://test.jdshipin.com:8880/ysp.php?id=dnws
广东卫视,http://test.jdshipin.com:8880/ysp.php?id=gdws
深圳卫视,http://test.jdshipin.com:8880/ysp.php?id=szws
广西卫视,http://test.jdshipin.com:8880/ysp.php?id=gxws
贵州卫视,http://test.jdshipin.com:8880/ysp.php?id=gzws
四川卫视,http://test.jdshipin.com:8880/ysp.php?id=scws
新疆卫视,http://test.jdshipin.com:8880/ysp.php?id=xjws
海南卫视,http://test.jdshipin.com:8880/ysp.php?id=hinws
兵团卫视,http://test.jdshipin.com:8880/ysp.php?id=btws
东方卫视,http://rihou.cc:55/lib/migu.php?id=dfws 
重庆卫视,http://rihou.cc:55/lib/migu.php?id=cqws 
吉林卫视,http://rihou.cc:55/lib/migu.php?id=jlws 
辽宁卫视,http://rihou.cc:55/lib/migu.php?id=lnws 
内蒙古卫视,http://rihou.cc:55/lib/migu.php?id=nmws 
宁夏卫视,http://rihou.cc:55/lib/migu.php?id=nxws 
甘肃卫视,http://rihou.cc:55/lib/migu.php?id=gsws 
青海卫视,http://rihou.cc:55/lib/migu.php?id=qhws 
陕西卫视,http://rihou.cc:55/lib/migu.php?id=sxws 
山东卫视,http://rihou.cc:55/lib/migu.php?id=sdws 
河南卫视,http://rihou.cc:55/lib/migu.php?id=hnws 
湖北卫视,http://rihou.cc:55/lib/migu.php?id=hubws 
湖南卫视x,http://rihou.cc:55/lib/migu.php?id=hunws 
江西卫视,http://rihou.cc:55/lib/migu.php?id=jxws 
江苏卫视,http://rihou.cc:55/lib/migu.php?id=jsws 
东南卫视x,http://rihou.cc:55/lib/migu.php?id=dnws 
海峡卫视,http://rihou.cc:55/lib/migu.php?id=hxws 
广东卫视x,http://rihou.cc:55/lib/migu.php?id=gdws 
大湾区卫视,http://rihou.cc:55/lib/migu.php?id=dwqws 
广西卫视,http://rihou.cc:55/lib/migu.php?id=gxws 
云南卫视,http://rihou.cc:55/lib/migu.php?id=ynws 
贵州卫视,http://rihou.cc:55/lib/migu.php?id=gzws 
新疆卫视,http://rihou.cc:55/lib/migu.php?id=xjws 
西藏卫视,http://rihou.cc:55/lib/migu.php?id=xzws 
海南卫视,http://rihou.cc:55/lib/migu.php?id=hinws 

四海钓鱼,http://rihou.cc:55/lib/migu.php?id=shdy 

CHC动作电影,http://rihou.cc:55/lib/migu.php?id=chcdzdy 
CHC家庭影院,http://rihou.cc:55/lib/migu.php?id=chcjtdy 

东方影视,http://rihou.cc:55/lib/migu.php?id=dfys 
上海新闻综合,http://rihou.cc:55/lib/migu.php?id=shxwzh 
上海第一财*,http://rihou.cc:55/lib/migu.php?id=dycj 
上视纪实人文,http://rihou.cc:55/lib/migu.php?id=shjsrw 
上海外语,http://rihou.cc:55/lib/migu.php?id=shics 
法治天地,http://rihou.cc:55/lib/migu.php?id=fztd 
劲爆体育,http://rihou.cc:55/lib/migu.php?id=jbty 
魅力足球,http://rihou.cc:55/lib/migu.php?id=mlzq 
乐游,http://rihou.cc:55/lib/migu.php?id=ly
欢笑剧场,http://rihou.cc:55/lib/migu.php?id=hxjc 
七彩戏剧,http://rihou.cc:55/lib/migu.php?id=qcxj
游戏风云,http://rihou.cc:55/lib/migu.php?id=yxfy 

临洮电视台,http://rihou.cc:55/lib/migu.php?id=lttv

江苏城市,http://rihou.cc:55/lib/migu.php?id=jscs 
江苏综艺,http://rihou.cc:55/lib/migu.php?id=jszy 
江苏影视,http://rihou.cc:55/lib/migu.php?id=jsys
江苏公共新闻,http://rihou.cc:55/lib/migu.php?id=jsggxw
江苏国际,http://rihou.cc:55/lib/migu.php?id=jsgj
江苏教育,http://rihou.cc:55/lib/migu.php?id=jsjy
江苏体育休闲,http://rihou.cc:55/lib/migu.php?id=jstyxx 
优漫卡通,http://rihou.cc:55/lib/migu.php?id=ymkt

南京新闻综合,http://rihou.cc:55/lib/migu.php?id=njxwzh
南京教科,http://rihou.cc:55/lib/migu.php?id=njkj
南京十八,http://rihou.cc:55/lib/migu.php?id=njsb

淮安新闻综合,http://rihou.cc:55/lib/migu.php?id=haxwzh 
连云港新闻综合,http://rihou.cc:55/lib/migu.php?id=lygxwzh 
苏州新闻综合,http://rihou.cc:55/lib/migu.php?id=szxwzh 
泰州新闻综合,http://rihou.cc:55/lib/migu.php?id=tzxwzh 
宿迁新闻综合,http://rihou.cc:55/lib/migu.php?id=sqxwzh 
徐州新闻综合,http://rihou.cc:55/lib/migu.php?id=xzxwzh

广东影视,http://rihou.cc:55/lib/migu.php?id=gdy
嘉佳卡通,http://rihou.cc:55/lib/migu.php?id=jjkt 


24小时亚洲杯频道,http://rihou.cc:55/lib/migu.php?id=24hyzb
CBA经典,http://rihou.cc:55/lib/migu.php?id=cbajd
掼蛋精英赛,http://rihou.cc:55/lib/migu.php?id=gdjys
高清大片,http://rihou.cc:55/lib/migu.php?id=gqdp
和平精英赛事,http://rihou.cc:55/lib/migu.php?id=hpjxss 
红色轮播台,http://rihou.cc:55/lib/migu.php?id=hslbt
经典动画大集合,http://rihou.cc:55/lib/migu.php?id=jddhdjh 
经典深圳旁边电影,http://rihou.cc:55/lib/migu.php?id=jdxgdy
军事迷必看大片,http://rihou.cc:55/lib/migu.php?id=jsdp
历届春晚回顾,http://rihou.cc:55/lib/migu.php?id=ljcwhg
咪咕24小时体育台,http://rihou.cc:55/lib/migu.php?id=mg24hty 
玫瑰轮播台,http://rihou.cc:55/lib/migu.php?id=mglbt
NBA经典,http://rihou.cc:55/lib/migu.php?id=nbajd
欧洲足球风云,http://rihou.cc:55/lib/migu.php?id=ozzqfy
全民乒乓,http://rihou.cc:55/lib/migu.php?id=qmpp 
热剧联播,http://rihou.cc:55/lib/migu.php?id=rjlb
赛事最经典,http://rihou.cc:55/lib/migu.php?id=sszjd
体坛名栏汇,http://rihou.cc:55/lib/migu.php?id=ttmlh 
UFC格斗精选,http://rihou.cc:55/lib/migu.php?id=ufcgdjx
五大联赛经典,http://rihou.cc:55/lib/migu.php?id=wdlsjd
乡村振兴,http://rihou.cc:55/lib/migu.php?id=xczx 
幸福中国年,http://rihou.cc:55/lib/migu.php?id=xfzgn 
新片放映厅,http://rihou.cc:55/lib/migu.php?id=xpfyt 
英雄联盟赛事,http://rihou.cc:55/lib/migu.php?id=yxlmss 
周杰伦现场,http://rihou.cc:55/lib/migu.php?id=zjlxc
最强综艺趴,http://rihou.cc:55/lib/migu.php?id=zqzyp

熊猫0,http://rihou.cc:55/lib/migu.php?id=xmpd 
熊猫1,http://rihou.cc:55/lib/migu.php?id=xm1
熊猫2,http://rihou.cc:55/lib/migu.php?id=xm2
熊猫3,http://rihou.cc:55/lib/migu.php?id=xm3 
熊猫4,http://rihou.cc:55/lib/migu.php?id=xm4
熊猫5,http://rihou.cc:55/lib/migu.php?id=xm5 
熊猫6,http://rihou.cc:55/lib/migu.php?id=xm6
熊猫7,http://rihou.cc:55/lib/migu.php?id=xm7 
熊猫8,http://rihou.cc:55/lib/migu.php?id=xm8 
熊猫9,http://rihou.cc:55/lib/migu.php?id=xm9 
熊猫10,http://rihou.cc:55/lib/migu.php?id=xm10

龙胜龙脊梯田,http://rihou.cc:55/lib/migu.php?id=lsljtt 
大藤峡,http://rihou.cc:55/lib/migu.php?id=dtx 
邕城,http://rihou.cc:55/lib/migu.php?id=yc 
遇龙河,http://rihou.cc:55/lib/migu.php?id=ylh
开封金明广场,http://rihou.cc:55/lib/migu.php?id=kfjmgc 
开封清明上河园西门,http://rihou.cc:55/lib/migu.php?id=kfqmshyxm 
开封连霍高速路口,http://rihou.cc:55/lib/migu.php?id=kflhgsgl 
开封鼓楼,http://rihou.cc:55/lib/migu.php?id=kfg 
武汉光谷,http://rihou.cc:55/lib/migu.php?id=whgg 
武汉江汉关,http://rihou.cc:55/lib/migu.php?id=whjhg 
武汉黄鹤楼,http://rihou.cc:55/lib/migu.php?id=whhhl 
湖南卫视,http://114.249.18.134:4022/rtp/239.3.1.132:8012
东方卫视,http://114.249.18.134:4022/rtp/239.3.1.136:8032
浙江卫视,http://114.249.18.134:4022/rtp/239.3.1.137:8036
江苏卫视,http://114.249.18.134:4022/rtp/239.3.1.135:8028
北京卫视,http://114.249.18.134:4022/rtp/239.3.1.241:8000
深圳卫视,http://114.249.18.134:4022/rtp/239.3.1.134:8020
广东卫视,http://114.249.18.134:4022/rtp/239.3.1.142:8048
安徽卫视,http://114.249.18.134:4022/rtp/239.3.1.211:8064
天津卫视,http://114.249.18.134:4022/rtp/239.3.1.141:1234
重庆卫视,http://114.249.18.134:4022/rtp/239.3.1.122:8160
山东卫视,http://114.249.18.134:4022/rtp/239.3.1.209:8052
黑龙江卫视,http://114.249.18.134:4022/rtp/239.3.1.133:8016
河北卫视,http://114.249.18.134:4022/rtp/239.3.1.148:8072
辽宁卫视,http://114.249.18.134:4022/rtp/239.3.1.210:8056
湖北卫视,http://114.249.18.134:4022/rtp/239.3.1.138:8044
吉林卫视,http://114.249.18.134:4022/rtp/239.3.1.240:8172
贵州卫视,http://114.249.18.134:4022/rtp/239.3.1.149:8076
东南卫视,http://114.249.18.134:4022/rtp/239.3.1.156:8148
江西卫视,http://114.249.18.134:4022/rtp/239.3.1.123:8164
海南卫视,http://114.249.18.134:4022/rtp/239.3.1.45:8304
云南卫视,http://114.249.18.134:4022/rtp/239.3.1.26:8108
兵团卫视,http://114.249.18.134:4022/rtp/239.3.1.144:4120
厦门卫视,http://114.249.18.134:4022/rtp/239.3.1.143:4120
四川卫视,http://114.249.18.134:4022/rtp/239.3.1.29:8288
南方卫视,http://114.249.18.134:4022/rtp/239.3.1.161:8001
宁夏卫视,http://114.249.18.134:4022/rtp/239.3.1.46:8124
山西卫视,http://114.249.18.134:4022/rtp/239.3.1.42:8172
广西卫视,http://114.249.18.134:4022/rtp/239.3.1.39:8300
新疆卫视,http://114.249.18.134:4022/rtp/239.3.1.48:8160
河南卫视,http://114.249.18.134:4022/rtp/239.3.1.27:8128
甘肃卫视,http://114.249.18.134:4022/rtp/239.3.1.49:8188
西藏卫视,http://114.249.18.134:4022/rtp/239.3.1.47:8164
三沙卫视,http://114.249.18.134:4022/rtp/239.3.1.155:4120
陕西卫视,http://114.249.18.134:4022/rtp/239.3.1.41:8140
青海卫视,http://114.249.18.134:4022/rtp/239.3.1.44:8184
内蒙古卫视,http://114.249.18.134:4022/rtp/239.3.1.43:8176
中国交通HD,http://114.249.18.134:4022/rtp/239.3.1.188:8001
CETV1HD,http://114.249.18.134:4022/rtp/239.3.1.57:8152
CETV2,http://114.249.18.134:4022/rtp/239.3.1.54:4120
CETV3,http://114.249.18.134:4022/rtp/239.3.1.55:4120
CETV4,http://114.249.18.134:4022/rtp/239.3.1.56:4120

北京卫视,http://iptv123.msns.cn:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://iptv123.msns.cn:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://iptv123.msns.cn:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://iptv123.msns.cn:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://iptv123.msns.cn:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://iptv123.msns.cn:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://iptv123.msns.cn:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://iptv123.msns.cn:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://iptv123.msns.cn:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://iptv123.msns.cn:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://iptv123.msns.cn:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://iptv123.msns.cn:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
普宁新闻,http://php.jdshipin.com:8880/chudian.php?id=pnzh
赛马频道,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
北京卫视,http://iptv123.msns.cn:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://iptv123.msns.cn:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://iptv123.msns.cn:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://iptv123.msns.cn:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://iptv123.msns.cn:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.129.36.84:8888/rtp/239.3.1.142:8048
天津卫视,http://iptv123.msns.cn:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://iptv123.msns.cn:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.129.36.84:8888/rtp/239.3.1.211:8064
辽宁卫视,http://222.129.36.84:8888/rtp/239.3.1.210:8056
陕西卫视,http://iptv123.msns.cn:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://222.129.36.84:8888/rtp/239.3.1.149:8076
河南卫视,http://iptv123.msns.cn:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://222.129.36.84:8888/rtp/239.3.1.148:8072
江西卫视,http://222.129.36.84:8888/rtp/239.3.1.123:8164
四川卫视,http://iptv123.msns.cn:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.129.36.84:8888/rtp/239.3.1.138:8044
云南卫视,http://222.129.36.84:8888/rtp/239.3.1.26:8108
重庆卫视,http://iptv123.msns.cn:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://222.129.36.84:8888/rtp/239.3.1.240:8172
宁夏卫视,http://222.129.36.84:8888/rtp/239.3.1.46:8124
东南卫视,http://222.129.36.84:8888/rtp/239.3.1.156:8148
南方卫视,http://222.129.36.84:8888/rtp/239.3.1.161:8001
广西卫视,http://222.129.36.84:8888/rtp/239.3.1.39:8300
山西卫视,http://iptv123.msns.cn:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://222.129.36.84:8888/rtp/239.3.1.45:8304
甘肃卫视,http://222.129.36.84:8888/rtp/239.3.1.49:8188
青海卫视,http://222.129.36.84:8888/rtp/239.3.1.44:8184
兵团卫视,http://222.129.36.84:8888/rtp/239.3.1.144:4120
厦门卫视,http://222.129.36.84:8888/rtp/239.3.1.143:4120
新疆卫视,http://222.129.36.84:8888/rtp/239.3.1.48:8160
西藏卫视,http://222.129.36.84:8888/rtp/239.3.1.47:8164
三沙卫视,http://222.129.36.84:8888/rtp/239.3.1.155:4120
黑龙江视,http://222.129.36.84:8888/rtp/239.3.1.133:8016
内蒙古视,http://222.129.36.84:8888/rtp/239.3.1.43:8176
普宁新闻,http://php.jdshipin.com:8880/chudian.php?id=pnzh
北京卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
东方卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
天津卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003.m3u8
重庆卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
黑龙江卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
辽宁卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
河北卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
山东卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
安徽卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
河南卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
湖北卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
